"","GEOID","Domain","Index","Number","Percent","NAMELSAD","COUNTYFP","CountyName","Ordering","Label"
"30","51003011400","nocrowd","norm",0.45,98.8,"Tract 114","003","Albemarle",2,"1.5 Ppl/Room or less"
"31","51003011400","car","norm",0.91,97.4,"Tract 114","003","Albemarle",2,"Car Access"
"32","51003011400","nochld","norm",0.57,54.2,"Tract 114","003","Albemarle",2,"No Children"
"33","51003011400","bbcomp","norm",0.36,68.4,"Tract 114","003","Albemarle",2,"Broadband Access"
"34","51003011400","lapop1share","norm",0.85,0.854703317231413,"Tract 114","003","Albemarle",2,"Food Access"
"35","51003011400","index","norm",4.15,NA,"Tract 114","003","Albemarle",2,"Composite Score"
"36","51003011303","sparsity","norm",0.88,1717.27930200355,"Tract 113.03","003","Albemarle",2,"Population Sparsity"
"37","51003011303","nocrowd","norm",0.77,99.5,"Tract 113.03","003","Albemarle",2,"1.5 Ppl/Room or less"
"38","51003011303","car","norm",0.98,99.5,"Tract 113.03","003","Albemarle",2,"Car Access"
"39","51003011303","nochld","norm",0.72,62.3,"Tract 113.03","003","Albemarle",2,"No Children"
"40","51003011303","bbcomp","norm",1,97.8,"Tract 113.03","003","Albemarle",2,"Broadband Access"
"41","51003011303","lapop1share","norm",0.01,0.013747034431971,"Tract 113.03","003","Albemarle",2,"Food Access"
"42","51003011303","index","norm",4.37,NA,"Tract 113.03","003","Albemarle",2,"Composite Score"
"43","51003011302","sparsity","norm",0.72,4203.9799877462,"Tract 113.02","003","Albemarle",2,"Population Sparsity"
"44","51003011302","nocrowd","norm",0.36,98.6,"Tract 113.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"45","51003011302","car","norm",0.78,94,"Tract 113.02","003","Albemarle",2,"Car Access"
"46","51003011302","nochld","norm",0.4,44.4,"Tract 113.02","003","Albemarle",2,"No Children"
"47","51003011302","bbcomp","norm",0.41,70.6,"Tract 113.02","003","Albemarle",2,"Broadband Access"
"48","51003011302","lapop1share","norm",0.69,0.69113396626368,"Tract 113.02","003","Albemarle",2,"Food Access"
"49","51003011302","index","norm",3.36,NA,"Tract 113.02","003","Albemarle",2,"Composite Score"
"50","51003011301","sparsity","norm",1,57.0960663828428,"Tract 113.01","003","Albemarle",2,"Population Sparsity"
"51","51003011301","nocrowd","norm",1,100,"Tract 113.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"52","51003011301","car","norm",0.99,99.6,"Tract 113.01","003","Albemarle",2,"Car Access"
"53","51003011301","nochld","norm",0.82,68.2,"Tract 113.01","003","Albemarle",2,"No Children"
"54","51003011301","bbcomp","norm",0.57,78.2,"Tract 113.01","003","Albemarle",2,"Broadband Access"
"55","51003011301","lapop1share","norm",0.93,0.93429843534015,"Tract 113.01","003","Albemarle",2,"Food Access"
"56","51003011301","index","norm",5.32,NA,"Tract 113.01","003","Albemarle",2,"Composite Score"
"57","51003011202","sparsity","norm",0.99,94.7293080514766,"Tract 112.02","003","Albemarle",2,"Population Sparsity"
"58","51003011202","nocrowd","norm",1,100,"Tract 112.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"59","51003011202","car","norm",0.97,99.2,"Tract 112.02","003","Albemarle",2,"Car Access"
"60","51003011202","nochld","norm",0.69,60.7,"Tract 112.02","003","Albemarle",2,"No Children"
"61","51003011202","bbcomp","norm",0.83,89.8,"Tract 112.02","003","Albemarle",2,"Broadband Access"
"62","51003011202","lapop1share","norm",1,1.00000000857281,"Tract 112.02","003","Albemarle",2,"Food Access"
"63","51003011202","index","norm",5.48,NA,"Tract 112.02","003","Albemarle",2,"Composite Score"
"64","51003011201","sparsity","norm",1,45.5096986019033,"Tract 112.01","003","Albemarle",2,"Population Sparsity"
"65","51003011201","nocrowd","norm",1,100,"Tract 112.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"66","51003011201","car","norm",0.96,98.9,"Tract 112.01","003","Albemarle",2,"Car Access"
"67","51003011201","nochld","norm",0.73,62.9,"Tract 112.01","003","Albemarle",2,"No Children"
"68","51003011201","bbcomp","norm",0.57,77.9,"Tract 112.01","003","Albemarle",2,"Broadband Access"
"69","51003011201","lapop1share","norm",0.94,0.938661714158094,"Tract 112.01","003","Albemarle",2,"Food Access"
"70","51003011201","index","norm",5.19,NA,"Tract 112.01","003","Albemarle",2,"Composite Score"
"71","51003011100","sparsity","norm",0.97,483.626260894963,"Tract 111","003","Albemarle",2,"Population Sparsity"
"72","51003011100","nocrowd","norm",1,100,"Tract 111","003","Albemarle",2,"1.5 Ppl/Room or less"
"73","51003011100","car","norm",0.91,97.6,"Tract 111","003","Albemarle",2,"Car Access"
"74","51003011100","nochld","norm",0.39,44,"Tract 111","003","Albemarle",2,"No Children"
"75","51003011100","bbcomp","norm",0.7,84.1,"Tract 111","003","Albemarle",2,"Broadband Access"
"76","51003011100","lapop1share","norm",0.38,0.376608923046641,"Tract 111","003","Albemarle",2,"Food Access"
"77","51003011100","index","norm",4.35,NA,"Tract 111","003","Albemarle",2,"Composite Score"
"78","51003011000","sparsity","norm",0.99,219.852703350529,"Tract 110","003","Albemarle",2,"Population Sparsity"
"79","51003011000","nocrowd","norm",1,100,"Tract 110","003","Albemarle",2,"1.5 Ppl/Room or less"
"80","51003011000","car","norm",0.95,98.7,"Tract 110","003","Albemarle",2,"Car Access"
"81","51003011000","nochld","norm",0.65,58.3,"Tract 110","003","Albemarle",2,"No Children"
"82","51003011000","bbcomp","norm",0.89,92.9,"Tract 110","003","Albemarle",2,"Broadband Access"
"83","51003011000","lapop1share","norm",0.96,0.957535387112221,"Tract 110","003","Albemarle",2,"Food Access"
"84","51003011000","index","norm",5.44,NA,"Tract 110","003","Albemarle",2,"Composite Score"
"85","51003010902","sparsity","norm",0.71,4295.60952504684,"Tract 109.02","003","Albemarle",2,"Population Sparsity"
"86","51003010902","nocrowd","norm",0.41,98.7,"Tract 109.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"87","51003010902","car","norm",0.22,78.3,"Tract 109.02","003","Albemarle",2,"Car Access"
"88","51003010902","nochld","norm",0.32,40.1,"Tract 109.02","003","Albemarle",2,"No Children"
"89","51003010902","bbcomp","norm",0.74,86,"Tract 109.02","003","Albemarle",2,"Broadband Access"
"90","51003010902","lapop1share","norm",0.12,0.124106289062968,"Tract 109.02","003","Albemarle",2,"Food Access"
"91","51003010902","index","norm",2.53,NA,"Tract 109.02","003","Albemarle",2,"Composite Score"
"92","51003010901","sparsity","norm",0.79,3092.04473431214,"Tract 109.01","003","Albemarle",2,"Population Sparsity"
"93","51003010901","nocrowd","norm",1,100,"Tract 109.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"94","51003010901","car","norm",0.51,86.2,"Tract 109.01","003","Albemarle",2,"Car Access"
"95","51003010901","nochld","norm",0.69,60.8,"Tract 109.01","003","Albemarle",2,"No Children"
"96","51003010901","bbcomp","norm",0.71,84.5,"Tract 109.01","003","Albemarle",2,"Broadband Access"
"97","51003010901","lapop1share","norm",0,0,"Tract 109.01","003","Albemarle",2,"Food Access"
"98","51003010901","index","norm",3.7,NA,"Tract 109.01","003","Albemarle",2,"Composite Score"
"99","51003010800","sparsity","norm",0.93,1008.55997387799,"Tract 108","003","Albemarle",2,"Population Sparsity"
"100","51003010800","nocrowd","norm",1,100,"Tract 108","003","Albemarle",2,"1.5 Ppl/Room or less"
"101","51003010800","car","norm",0.61,89.1,"Tract 108","003","Albemarle",2,"Car Access"
"102","51003010800","nochld","norm",0.75,64,"Tract 108","003","Albemarle",2,"No Children"
"103","51003010800","bbcomp","norm",0.8,88.4,"Tract 108","003","Albemarle",2,"Broadband Access"
"104","51003010800","lapop1share","norm",0.15,0.147226522601266,"Tract 108","003","Albemarle",2,"Food Access"
"105","51003010800","index","norm",4.23,NA,"Tract 108","003","Albemarle",2,"Composite Score"
"106","51003010700","sparsity","norm",0.68,4707.88511434196,"Tract 107","003","Albemarle",2,"Population Sparsity"
"107","51003010700","nocrowd","norm",0.77,99.5,"Tract 107","003","Albemarle",2,"1.5 Ppl/Room or less"
"108","51003010700","car","norm",0.72,92.2,"Tract 107","003","Albemarle",2,"Car Access"
"109","51003010700","nochld","norm",0.75,64.2,"Tract 107","003","Albemarle",2,"No Children"
"110","51003010700","bbcomp","norm",0.83,89.9,"Tract 107","003","Albemarle",2,"Broadband Access"
"111","51003010700","lapop1share","norm",0,0,"Tract 107","003","Albemarle",2,"Food Access"
"112","51003010700","index","norm",3.76,NA,"Tract 107","003","Albemarle",2,"Composite Score"
"113","51003010602","sparsity","norm",0.87,2006.80174048371,"Tract 106.02","003","Albemarle",2,"Population Sparsity"
"114","51003010602","nocrowd","norm",1,100,"Tract 106.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"115","51003010602","car","norm",0.9,97.1,"Tract 106.02","003","Albemarle",2,"Car Access"
"116","51003010602","nochld","norm",0.65,58.5,"Tract 106.02","003","Albemarle",2,"No Children"
"117","51003010602","bbcomp","norm",0.89,92.7,"Tract 106.02","003","Albemarle",2,"Broadband Access"
"118","51003010602","lapop1share","norm",0.93,0.929153873469828,"Tract 106.02","003","Albemarle",2,"Food Access"
"119","51003010602","index","norm",5.23,NA,"Tract 106.02","003","Albemarle",2,"Composite Score"
"120","51003010601","sparsity","norm",0.83,2556.99350270891,"Tract 106.01","003","Albemarle",2,"Population Sparsity"
"121","51003010601","nocrowd","norm",1,100,"Tract 106.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"122","51003010601","car","norm",0.41,83.4,"Tract 106.01","003","Albemarle",2,"Car Access"
"123","51003010601","nochld","norm",0.67,59.7,"Tract 106.01","003","Albemarle",2,"No Children"
"124","51003010601","bbcomp","norm",0.51,75.2,"Tract 106.01","003","Albemarle",2,"Broadband Access"
"125","51003010601","lapop1share","norm",0.07,0.070834644116842,"Tract 106.01","003","Albemarle",2,"Food Access"
"126","51003010601","index","norm",3.48,NA,"Tract 106.01","003","Albemarle",2,"Composite Score"
"127","51003010500","sparsity","norm",0.96,566.687124046503,"Tract 105","003","Albemarle",2,"Population Sparsity"
"128","51003010500","nocrowd","norm",1,100,"Tract 105","003","Albemarle",2,"1.5 Ppl/Room or less"
"129","51003010500","car","norm",0.72,92.3,"Tract 105","003","Albemarle",2,"Car Access"
"130","51003010500","nochld","norm",0.62,57,"Tract 105","003","Albemarle",2,"No Children"
"131","51003010500","bbcomp","norm",0.73,85.2,"Tract 105","003","Albemarle",2,"Broadband Access"
"132","51003010500","lapop1share","norm",0.29,0.28609940406107,"Tract 105","003","Albemarle",2,"Food Access"
"133","51003010500","index","norm",4.32,NA,"Tract 105","003","Albemarle",2,"Composite Score"
"134","51003010402","sparsity","norm",0.99,155.777619890974,"Tract 104.02","003","Albemarle",2,"Population Sparsity"
"135","51003010402","nocrowd","norm",1,100,"Tract 104.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"136","51003010402","car","norm",0.95,98.7,"Tract 104.02","003","Albemarle",2,"Car Access"
"137","51003010402","nochld","norm",1,78,"Tract 104.02","003","Albemarle",2,"No Children"
"138","51003010402","bbcomp","norm",0.85,90.7,"Tract 104.02","003","Albemarle",2,"Broadband Access"
"139","51003010402","lapop1share","norm",0.99,0.987603654354667,"Tract 104.02","003","Albemarle",2,"Food Access"
"140","51003010402","index","norm",5.78,NA,"Tract 104.02","003","Albemarle",2,"Composite Score"
"141","51003010401","sparsity","norm",1,44.9562854922346,"Tract 104.01","003","Albemarle",2,"Population Sparsity"
"142","51003010401","nocrowd","norm",1,100,"Tract 104.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"143","51003010401","car","norm",0.93,98,"Tract 104.01","003","Albemarle",2,"Car Access"
"144","51003010401","nochld","norm",0.82,67.9,"Tract 104.01","003","Albemarle",2,"No Children"
"145","51003010401","bbcomp","norm",0.46,72.8,"Tract 104.01","003","Albemarle",2,"Broadband Access"
"146","51003010401","lapop1share","norm",1,0.999982195251133,"Tract 104.01","003","Albemarle",2,"Food Access"
"147","51003010401","index","norm",5.2,NA,"Tract 104.01","003","Albemarle",2,"Composite Score"
"148","51003010300","sparsity","norm",0.94,947.814121657142,"Tract 103","003","Albemarle",2,"Population Sparsity"
"149","51003010300","nocrowd","norm",1,100,"Tract 103","003","Albemarle",2,"1.5 Ppl/Room or less"
"150","51003010300","car","norm",0.94,98.3,"Tract 103","003","Albemarle",2,"Car Access"
"151","51003010300","nochld","norm",0.59,55.2,"Tract 103","003","Albemarle",2,"No Children"
"152","51003010300","bbcomp","norm",0.8,88.6,"Tract 103","003","Albemarle",2,"Broadband Access"
"153","51003010300","lapop1share","norm",0.36,0.356725187749449,"Tract 103","003","Albemarle",2,"Food Access"
"154","51003010300","index","norm",4.62,NA,"Tract 103","003","Albemarle",2,"Composite Score"
"155","51003010202","sparsity","norm",0.99,139.861169505877,"Tract 102.02","003","Albemarle",2,"Population Sparsity"
"156","51003010202","nocrowd","norm",1,100,"Tract 102.02","003","Albemarle",2,"1.5 Ppl/Room or less"
"157","51003010202","car","norm",1,100,"Tract 102.02","003","Albemarle",2,"Car Access"
"158","51003010202","nochld","norm",0.64,58.1,"Tract 102.02","003","Albemarle",2,"No Children"
"159","51003010202","bbcomp","norm",0.84,90.3,"Tract 102.02","003","Albemarle",2,"Broadband Access"
"160","51003010202","lapop1share","norm",0.91,0.911783893647287,"Tract 102.02","003","Albemarle",2,"Food Access"
"161","51003010202","index","norm",5.38,NA,"Tract 102.02","003","Albemarle",2,"Composite Score"
"162","51003010201","sparsity","norm",0.99,175.016151611784,"Tract 102.01","003","Albemarle",2,"Population Sparsity"
"163","51003010201","nocrowd","norm",1,100,"Tract 102.01","003","Albemarle",2,"1.5 Ppl/Room or less"
"164","51003010201","car","norm",1,100,"Tract 102.01","003","Albemarle",2,"Car Access"
"165","51003010201","nochld","norm",0.58,54.5,"Tract 102.01","003","Albemarle",2,"No Children"
"166","51003010201","bbcomp","norm",0.88,92.5,"Tract 102.01","003","Albemarle",2,"Broadband Access"
"167","51003010201","lapop1share","norm",1,0.997515338508908,"Tract 102.01","003","Albemarle",2,"Food Access"
"168","51003010201","index","norm",5.45,NA,"Tract 102.01","003","Albemarle",2,"Composite Score"
"169","51003010100","sparsity","norm",1,39.6400232444544,"Tract 101","003","Albemarle",2,"Population Sparsity"
"170","51003010100","nocrowd","norm",0.64,99.2,"Tract 101","003","Albemarle",2,"1.5 Ppl/Room or less"
"171","51003010100","car","norm",0.96,98.8,"Tract 101","003","Albemarle",2,"Car Access"
"172","51003010100","nochld","norm",0.74,63.6,"Tract 101","003","Albemarle",2,"No Children"
"173","51003010100","bbcomp","norm",0.56,77.4,"Tract 101","003","Albemarle",2,"Broadband Access"
"174","51003010100","lapop1share","norm",1,1.00000001086277,"Tract 101","003","Albemarle",2,"Food Access"
"175","51003010100","index","norm",4.89,NA,"Tract 101","003","Albemarle",2,"Composite Score"
"176","51125950300","sparsity","norm",1,24.8952106673022,"Tract 9503","125","Nelson",3,"Population Sparsity"
"177","51125950300","nocrowd","norm",0.68,99.3,"Tract 9503","125","Nelson",3,"1.5 Ppl/Room or less"
"178","51125950300","car","norm",0.69,91.4,"Tract 9503","125","Nelson",3,"Car Access"
"179","51125950300","nochld","norm",0.77,65.4,"Tract 9503","125","Nelson",3,"No Children"
"180","51125950300","bbcomp","norm",0.22,61.9,"Tract 9503","125","Nelson",3,"Broadband Access"
"181","51125950300","lapop1share","norm",0.94,0.944072991410335,"Tract 9503","125","Nelson",3,"Food Access"
"182","51125950300","index","norm",4.31,NA,"Tract 9503","125","Nelson",3,"Composite Score"
"183","51125950200","sparsity","norm",1,57.0106245311835,"Tract 9502","125","Nelson",3,"Population Sparsity"
"184","51125950200","nocrowd","norm",1,100,"Tract 9502","125","Nelson",3,"1.5 Ppl/Room or less"
"185","51125950200","car","norm",0.82,95,"Tract 9502","125","Nelson",3,"Car Access"
"186","51125950200","nochld","norm",0.9,72.2,"Tract 9502","125","Nelson",3,"No Children"
"187","51125950200","bbcomp","norm",0.51,75.1,"Tract 9502","125","Nelson",3,"Broadband Access"
"188","51125950200","lapop1share","norm",0.9,0.90164315441056,"Tract 9502","125","Nelson",3,"Food Access"
"189","51125950200","index","norm",5.12,NA,"Tract 9502","125","Nelson",3,"Composite Score"
"190","51125950100","sparsity","norm",1,25.92592141479,"Tract 9501","125","Nelson",3,"Population Sparsity"
"191","51125950100","nocrowd","norm",1,100,"Tract 9501","125","Nelson",3,"1.5 Ppl/Room or less"
"192","51125950100","car","norm",0.75,92.9,"Tract 9501","125","Nelson",3,"Car Access"
"193","51125950100","nochld","norm",0.78,65.7,"Tract 9501","125","Nelson",3,"No Children"
"194","51125950100","bbcomp","norm",0,51.8,"Tract 9501","125","Nelson",3,"Broadband Access"
"195","51125950100","lapop1share","norm",0.95,0.951273455266386,"Tract 9501","125","Nelson",3,"Food Access"
"196","51125950100","index","norm",4.48,NA,"Tract 9501","125","Nelson",3,"Composite Score"
"197","51540001000","sparsity","norm",0.74,3823.0011220158,"Tract 10","540","Charlottesville",4,"Population Sparsity"
"198","51540001000","nocrowd","norm",0.45,98.8,"Tract 10","540","Charlottesville",4,"1.5 Ppl/Room or less"
"199","51540001000","car","norm",0.54,87.1,"Tract 10","540","Charlottesville",4,"Car Access"
"200","51540001000","nochld","norm",0.75,64.3,"Tract 10","540","Charlottesville",4,"No Children"
"201","51540001000","bbcomp","norm",0.86,91.2,"Tract 10","540","Charlottesville",4,"Broadband Access"
"202","51540001000","lapop1share","norm",0,0,"Tract 10","540","Charlottesville",4,"Food Access"
"203","51540001000","index","norm",3.34,NA,"Tract 10","540","Charlottesville",4,"Composite Score"
"204","51540000900","sparsity","norm",0.88,1773.75719717697,"Tract 9","540","Charlottesville",4,"Population Sparsity"
"205","51540000900","nocrowd","norm",1,100,"Tract 9","540","Charlottesville",4,"1.5 Ppl/Room or less"
"206","51540000900","car","norm",0.87,96.3,"Tract 9","540","Charlottesville",4,"Car Access"
"207","51540000900","nochld","norm",0.5,50.4,"Tract 9","540","Charlottesville",4,"No Children"
"208","51540000900","bbcomp","norm",0.76,86.6,"Tract 9","540","Charlottesville",4,"Broadband Access"
"209","51540000900","lapop1share","norm",0.26,0.264382851881203,"Tract 9","540","Charlottesville",4,"Food Access"
"210","51540000900","index","norm",4.27,NA,"Tract 9","540","Charlottesville",4,"Composite Score"
"211","51540000800","sparsity","norm",0.82,2606.74226894301,"Tract 8","540","Charlottesville",4,"Population Sparsity"
"212","51540000800","nocrowd","norm",0.27,98.4,"Tract 8","540","Charlottesville",4,"1.5 Ppl/Room or less"
"213","51540000800","car","norm",0.9,97.1,"Tract 8","540","Charlottesville",4,"Car Access"
"214","51540000800","nochld","norm",0.65,58.5,"Tract 8","540","Charlottesville",4,"No Children"
"215","51540000800","bbcomp","norm",0.58,78.5,"Tract 8","540","Charlottesville",4,"Broadband Access"
"216","51540000800","lapop1share","norm",0.05,0.047282619865172,"Tract 8","540","Charlottesville",4,"Food Access"
"217","51540000800","index","norm",3.27,NA,"Tract 8","540","Charlottesville",4,"Composite Score"
"218","51540000700","sparsity","norm",0.79,3082.62055805239,"Tract 7","540","Charlottesville",4,"Population Sparsity"
"219","51540000700","nocrowd","norm",1,100,"Tract 7","540","Charlottesville",4,"1.5 Ppl/Room or less"
"220","51540000700","car","norm",0.78,93.8,"Tract 7","540","Charlottesville",4,"Car Access"
"221","51540000700","nochld","norm",0.49,49.6,"Tract 7","540","Charlottesville",4,"No Children"
"222","51540000700","bbcomp","norm",0.7,84,"Tract 7","540","Charlottesville",4,"Broadband Access"
"223","51540000700","lapop1share","norm",0,0,"Tract 7","540","Charlottesville",4,"Food Access"
"224","51540000700","index","norm",3.76,NA,"Tract 7","540","Charlottesville",4,"Composite Score"
"225","51540000600","sparsity","norm",0.34,9764.77546851971,"Tract 6","540","Charlottesville",4,"Population Sparsity"
"226","51540000600","nocrowd","norm",1,100,"Tract 6","540","Charlottesville",4,"1.5 Ppl/Room or less"
"227","51540000600","car","norm",0.58,88.2,"Tract 6","540","Charlottesville",4,"Car Access"
"228","51540000600","nochld","norm",0.74,63.5,"Tract 6","540","Charlottesville",4,"No Children"
"229","51540000600","bbcomp","norm",0.74,85.8,"Tract 6","540","Charlottesville",4,"Broadband Access"
"230","51540000600","lapop1share","norm",0.4,0.396485353955946,"Tract 6","540","Charlottesville",4,"Food Access"
"231","51540000600","index","norm",3.79,NA,"Tract 6","540","Charlottesville",4,"Composite Score"
"232","51540000502","sparsity","norm",0.68,4729.60595895098,"Tract 5.02","540","Charlottesville",4,"Population Sparsity"
"233","51540000502","nocrowd","norm",1,100,"Tract 5.02","540","Charlottesville",4,"1.5 Ppl/Room or less"
"234","51540000502","car","norm",0.87,96.3,"Tract 5.02","540","Charlottesville",4,"Car Access"
"235","51540000502","nochld","norm",0.56,53.7,"Tract 5.02","540","Charlottesville",4,"No Children"
"236","51540000502","bbcomp","norm",0.73,85.2,"Tract 5.02","540","Charlottesville",4,"Broadband Access"
"237","51540000502","lapop1share","norm",0.12,0.12267671622057,"Tract 5.02","540","Charlottesville",4,"Food Access"
"238","51540000502","index","norm",3.96,NA,"Tract 5.02","540","Charlottesville",4,"Composite Score"
"239","51540000501","sparsity","norm",0.42,8516.77730984906,"Tract 5.01","540","Charlottesville",4,"Population Sparsity"
"240","51540000501","nocrowd","norm",0.41,98.7,"Tract 5.01","540","Charlottesville",4,"1.5 Ppl/Room or less"
"241","51540000501","car","norm",0,72.1,"Tract 5.01","540","Charlottesville",4,"Car Access"
"242","51540000501","nochld","norm",0.49,49.4,"Tract 5.01","540","Charlottesville",4,"No Children"
"243","51540000501","bbcomp","norm",0.41,70.7,"Tract 5.01","540","Charlottesville",4,"Broadband Access"
"244","51540000501","lapop1share","norm",0,0,"Tract 5.01","540","Charlottesville",4,"Food Access"
"245","51540000501","index","norm",1.73,NA,"Tract 5.01","540","Charlottesville",4,"Composite Score"
"246","51540000402","sparsity","norm",0.6,5927.44534660538,"Tract 4.02","540","Charlottesville",4,"Population Sparsity"
"247","51540000402","nocrowd","norm",1,100,"Tract 4.02","540","Charlottesville",4,"1.5 Ppl/Room or less"
"248","51540000402","car","norm",0.57,87.9,"Tract 4.02","540","Charlottesville",4,"Car Access"
"249","51540000402","nochld","norm",0.61,56,"Tract 4.02","540","Charlottesville",4,"No Children"
"250","51540000402","bbcomp","norm",0.55,77.1,"Tract 4.02","540","Charlottesville",4,"Broadband Access"
"251","51540000402","lapop1share","norm",0.04,0.035105745207791,"Tract 4.02","540","Charlottesville",4,"Food Access"
"252","51540000402","index","norm",3.36,NA,"Tract 4.02","540","Charlottesville",4,"Composite Score"
"253","51540000401","sparsity","norm",0.56,6516.85330067778,"Tract 4.01","540","Charlottesville",4,"Population Sparsity"
"254","51540000401","nocrowd","norm",1,100,"Tract 4.01","540","Charlottesville",4,"1.5 Ppl/Room or less"
"255","51540000401","car","norm",0.33,81.3,"Tract 4.01","540","Charlottesville",4,"Car Access"
"256","51540000401","nochld","norm",0.5,50.4,"Tract 4.01","540","Charlottesville",4,"No Children"
"257","51540000401","bbcomp","norm",0.4,70.1,"Tract 4.01","540","Charlottesville",4,"Broadband Access"
"258","51540000401","lapop1share","norm",0,0,"Tract 4.01","540","Charlottesville",4,"Food Access"
"259","51540000401","index","norm",2.79,NA,"Tract 4.01","540","Charlottesville",4,"Composite Score"
"260","51540000302","sparsity","norm",0.78,3255.50757380307,"Tract 3.02","540","Charlottesville",4,"Population Sparsity"
"261","51540000302","nocrowd","norm",1,100,"Tract 3.02","540","Charlottesville",4,"1.5 Ppl/Room or less"
"262","51540000302","car","norm",0.38,82.8,"Tract 3.02","540","Charlottesville",4,"Car Access"
"263","51540000302","nochld","norm",0.56,53.4,"Tract 3.02","540","Charlottesville",4,"No Children"
"264","51540000302","bbcomp","norm",0.64,81.4,"Tract 3.02","540","Charlottesville",4,"Broadband Access"
"265","51540000302","lapop1share","norm",0,0,"Tract 3.02","540","Charlottesville",4,"Food Access"
"266","51540000302","index","norm",3.37,NA,"Tract 3.02","540","Charlottesville",4,"Composite Score"
"267","51540000202","sparsity","norm",0,14766.7306007143,"Tract 2.02","540","Charlottesville",4,"Population Sparsity"
"268","51540000202","nocrowd","norm",0,97.8,"Tract 2.02","540","Charlottesville",4,"1.5 Ppl/Room or less"
"269","51540000202","car","norm",0.21,78,"Tract 2.02","540","Charlottesville",4,"Car Access"
"270","51540000202","nochld","norm",0,22.3,"Tract 2.02","540","Charlottesville",4,"No Children"
"271","51540000202","bbcomp","norm",0.38,69.4,"Tract 2.02","540","Charlottesville",4,"Broadband Access"
"272","51540000202","lapop1share","norm",0,0,"Tract 2.02","540","Charlottesville",4,"Food Access"
