"","GEOID","Domain","Index","Number","Percent","NAMELSAD","COUNTYFP","CountyName","Ordering","Label"
"43","51003011302","sparsity","norm",0.72,"NA ppl/sq. mi.","Tract 113.02","003","Albemarle",2,"Population Sparsity"
"44","51003011302","nocrowd","norm",0.36,"NA% Households","Tract 113.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"45","51003011302","car","norm",0.78,"NA% Households","Tract 113.02","003","Albemarle",2,"Car Access"
"46","51003011302","nochld","norm",0.4,"NA% Families","Tract 113.02","003","Albemarle",2,"No Children"
"47","51003011302","bbcomp","norm",0.41,"NA% Households","Tract 113.02","003","Albemarle",2,"Broadband Access"
"48","51003011302","food","norm",0.69,"NA% Households","Tract 113.02","003","Albemarle",2,"Food Access"
"49","51003011302","index","norm",3.36,"NA","Tract 113.02","003","Albemarle",2,"Composite Score"
"50","51003011301","sparsity","norm",1,"NA ppl/sq. mi.","Tract 113.01","003","Albemarle",2,"Population Sparsity"
"51","51003011301","nocrowd","norm",1,"NA% Households","Tract 113.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"52","51003011301","car","norm",0.99,"NA% Households","Tract 113.01","003","Albemarle",2,"Car Access"
"53","51003011301","nochld","norm",0.82,"NA% Families","Tract 113.01","003","Albemarle",2,"No Children"
"54","51003011301","bbcomp","norm",0.57,"NA% Households","Tract 113.01","003","Albemarle",2,"Broadband Access"
"55","51003011301","food","norm",0.93,"NA% Households","Tract 113.01","003","Albemarle",2,"Food Access"
"56","51003011301","index","norm",5.32,"NA","Tract 113.01","003","Albemarle",2,"Composite Score"
"57","51003011202","sparsity","norm",0.99,"NA ppl/sq. mi.","Tract 112.02","003","Albemarle",2,"Population Sparsity"
"58","51003011202","nocrowd","norm",1,"NA% Households","Tract 112.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"59","51003011202","car","norm",0.97,"NA% Households","Tract 112.02","003","Albemarle",2,"Car Access"
"60","51003011202","nochld","norm",0.69,"NA% Families","Tract 112.02","003","Albemarle",2,"No Children"
"61","51003011202","bbcomp","norm",0.83,"NA% Households","Tract 112.02","003","Albemarle",2,"Broadband Access"
"62","51003011202","food","norm",1,"NA% Households","Tract 112.02","003","Albemarle",2,"Food Access"
"63","51003011202","index","norm",5.48,"NA","Tract 112.02","003","Albemarle",2,"Composite Score"
"64","51003011201","sparsity","norm",1,"NA ppl/sq. mi.","Tract 112.01","003","Albemarle",2,"Population Sparsity"
"65","51003011201","nocrowd","norm",1,"NA% Households","Tract 112.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"66","51003011201","car","norm",0.96,"NA% Households","Tract 112.01","003","Albemarle",2,"Car Access"
"67","51003011201","nochld","norm",0.73,"NA% Families","Tract 112.01","003","Albemarle",2,"No Children"
"68","51003011201","bbcomp","norm",0.57,"NA% Households","Tract 112.01","003","Albemarle",2,"Broadband Access"
"69","51003011201","food","norm",0.94,"NA% Households","Tract 112.01","003","Albemarle",2,"Food Access"
"70","51003011201","index","norm",5.19,"NA","Tract 112.01","003","Albemarle",2,"Composite Score"
"71","51003011100","sparsity","norm",0.97,"NA ppl/sq. mi.","Tract 111","003","Albemarle",2,"Population Sparsity"
"72","51003011100","nocrowd","norm",1,"NA% Households","Tract 111","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"73","51003011100","car","norm",0.91,"NA% Households","Tract 111","003","Albemarle",2,"Car Access"
"74","51003011100","nochld","norm",0.39,"NA% Families","Tract 111","003","Albemarle",2,"No Children"
"75","51003011100","bbcomp","norm",0.7,"NA% Households","Tract 111","003","Albemarle",2,"Broadband Access"
"76","51003011100","food","norm",0.38,"NA% Households","Tract 111","003","Albemarle",2,"Food Access"
"77","51003011100","index","norm",4.35,"NA","Tract 111","003","Albemarle",2,"Composite Score"
"78","51003011000","sparsity","norm",0.99,"NA ppl/sq. mi.","Tract 110","003","Albemarle",2,"Population Sparsity"
"79","51003011000","nocrowd","norm",1,"NA% Households","Tract 110","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"80","51003011000","car","norm",0.95,"NA% Households","Tract 110","003","Albemarle",2,"Car Access"
"81","51003011000","nochld","norm",0.65,"NA% Families","Tract 110","003","Albemarle",2,"No Children"
"82","51003011000","bbcomp","norm",0.89,"NA% Households","Tract 110","003","Albemarle",2,"Broadband Access"
"83","51003011000","food","norm",0.96,"NA% Households","Tract 110","003","Albemarle",2,"Food Access"
"84","51003011000","index","norm",5.44,"NA","Tract 110","003","Albemarle",2,"Composite Score"
"85","51003010902","sparsity","norm",0.71,"NA ppl/sq. mi.","Tract 109.02","003","Albemarle",2,"Population Sparsity"
"86","51003010902","nocrowd","norm",0.41,"NA% Households","Tract 109.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"87","51003010902","car","norm",0.22,"NA% Households","Tract 109.02","003","Albemarle",2,"Car Access"
"88","51003010902","nochld","norm",0.32,"NA% Families","Tract 109.02","003","Albemarle",2,"No Children"
"89","51003010902","bbcomp","norm",0.74,"NA% Households","Tract 109.02","003","Albemarle",2,"Broadband Access"
"90","51003010902","food","norm",0.12,"NA% Households","Tract 109.02","003","Albemarle",2,"Food Access"
"91","51003010902","index","norm",2.53,"NA","Tract 109.02","003","Albemarle",2,"Composite Score"
"92","51003010901","sparsity","norm",0.79,"NA ppl/sq. mi.","Tract 109.01","003","Albemarle",2,"Population Sparsity"
"93","51003010901","nocrowd","norm",1,"NA% Households","Tract 109.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"94","51003010901","car","norm",0.51,"NA% Households","Tract 109.01","003","Albemarle",2,"Car Access"
"95","51003010901","nochld","norm",0.69,"NA% Families","Tract 109.01","003","Albemarle",2,"No Children"
"96","51003010901","bbcomp","norm",0.71,"NA% Households","Tract 109.01","003","Albemarle",2,"Broadband Access"
"97","51003010901","food","norm",0,"NA% Households","Tract 109.01","003","Albemarle",2,"Food Access"
"98","51003010901","index","norm",3.7,"NA","Tract 109.01","003","Albemarle",2,"Composite Score"
"99","51003010800","sparsity","norm",0.93,"NA ppl/sq. mi.","Tract 108","003","Albemarle",2,"Population Sparsity"
"100","51003010800","nocrowd","norm",1,"NA% Households","Tract 108","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"101","51003010800","car","norm",0.61,"NA% Households","Tract 108","003","Albemarle",2,"Car Access"
"102","51003010800","nochld","norm",0.75,"NA% Families","Tract 108","003","Albemarle",2,"No Children"
"103","51003010800","bbcomp","norm",0.8,"NA% Households","Tract 108","003","Albemarle",2,"Broadband Access"
"104","51003010800","food","norm",0.15,"NA% Households","Tract 108","003","Albemarle",2,"Food Access"
"105","51003010800","index","norm",4.23,"NA","Tract 108","003","Albemarle",2,"Composite Score"
"106","51003010700","sparsity","norm",0.68,"NA ppl/sq. mi.","Tract 107","003","Albemarle",2,"Population Sparsity"
"107","51003010700","nocrowd","norm",0.77,"NA% Households","Tract 107","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"108","51003010700","car","norm",0.72,"NA% Households","Tract 107","003","Albemarle",2,"Car Access"
"109","51003010700","nochld","norm",0.75,"NA% Families","Tract 107","003","Albemarle",2,"No Children"
"110","51003010700","bbcomp","norm",0.83,"NA% Households","Tract 107","003","Albemarle",2,"Broadband Access"
"111","51003010700","food","norm",0,"NA% Households","Tract 107","003","Albemarle",2,"Food Access"
"112","51003010700","index","norm",3.76,"NA","Tract 107","003","Albemarle",2,"Composite Score"
"113","51003010602","sparsity","norm",0.87,"NA ppl/sq. mi.","Tract 106.02","003","Albemarle",2,"Population Sparsity"
"114","51003010602","nocrowd","norm",1,"NA% Households","Tract 106.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"115","51003010602","car","norm",0.9,"NA% Households","Tract 106.02","003","Albemarle",2,"Car Access"
"116","51003010602","nochld","norm",0.65,"NA% Families","Tract 106.02","003","Albemarle",2,"No Children"
"117","51003010602","bbcomp","norm",0.89,"NA% Households","Tract 106.02","003","Albemarle",2,"Broadband Access"
"118","51003010602","food","norm",0.93,"NA% Households","Tract 106.02","003","Albemarle",2,"Food Access"
"119","51003010602","index","norm",5.23,"NA","Tract 106.02","003","Albemarle",2,"Composite Score"
"120","51003010601","sparsity","norm",0.83,"NA ppl/sq. mi.","Tract 106.01","003","Albemarle",2,"Population Sparsity"
"121","51003010601","nocrowd","norm",1,"NA% Households","Tract 106.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"122","51003010601","car","norm",0.41,"NA% Households","Tract 106.01","003","Albemarle",2,"Car Access"
"123","51003010601","nochld","norm",0.67,"NA% Families","Tract 106.01","003","Albemarle",2,"No Children"
"124","51003010601","bbcomp","norm",0.51,"NA% Households","Tract 106.01","003","Albemarle",2,"Broadband Access"
"125","51003010601","food","norm",0.07,"NA% Households","Tract 106.01","003","Albemarle",2,"Food Access"
"126","51003010601","index","norm",3.48,"NA","Tract 106.01","003","Albemarle",2,"Composite Score"
"127","51003010500","sparsity","norm",0.96,"NA ppl/sq. mi.","Tract 105","003","Albemarle",2,"Population Sparsity"
"128","51003010500","nocrowd","norm",1,"NA% Households","Tract 105","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"129","51003010500","car","norm",0.72,"NA% Households","Tract 105","003","Albemarle",2,"Car Access"
"130","51003010500","nochld","norm",0.62,"NA% Families","Tract 105","003","Albemarle",2,"No Children"
"131","51003010500","bbcomp","norm",0.73,"NA% Households","Tract 105","003","Albemarle",2,"Broadband Access"
"132","51003010500","food","norm",0.29,"NA% Households","Tract 105","003","Albemarle",2,"Food Access"
"133","51003010500","index","norm",4.32,"NA","Tract 105","003","Albemarle",2,"Composite Score"
"134","51003010402","sparsity","norm",0.99,"NA ppl/sq. mi.","Tract 104.02","003","Albemarle",2,"Population Sparsity"
"135","51003010402","nocrowd","norm",1,"NA% Households","Tract 104.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"136","51003010402","car","norm",0.95,"NA% Households","Tract 104.02","003","Albemarle",2,"Car Access"
"137","51003010402","nochld","norm",1,"NA% Families","Tract 104.02","003","Albemarle",2,"No Children"
"138","51003010402","bbcomp","norm",0.85,"NA% Households","Tract 104.02","003","Albemarle",2,"Broadband Access"
"139","51003010402","food","norm",0.99,"NA% Households","Tract 104.02","003","Albemarle",2,"Food Access"
"140","51003010402","index","norm",5.78,"NA","Tract 104.02","003","Albemarle",2,"Composite Score"
"141","51003010401","sparsity","norm",1,"NA ppl/sq. mi.","Tract 104.01","003","Albemarle",2,"Population Sparsity"
"142","51003010401","nocrowd","norm",1,"NA% Households","Tract 104.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"143","51003010401","car","norm",0.93,"NA% Households","Tract 104.01","003","Albemarle",2,"Car Access"
"144","51003010401","nochld","norm",0.82,"NA% Families","Tract 104.01","003","Albemarle",2,"No Children"
"145","51003010401","bbcomp","norm",0.46,"NA% Households","Tract 104.01","003","Albemarle",2,"Broadband Access"
"146","51003010401","food","norm",1,"NA% Households","Tract 104.01","003","Albemarle",2,"Food Access"
"147","51003010401","index","norm",5.2,"NA","Tract 104.01","003","Albemarle",2,"Composite Score"
"148","51003010300","sparsity","norm",0.94,"NA ppl/sq. mi.","Tract 103","003","Albemarle",2,"Population Sparsity"
"149","51003010300","nocrowd","norm",1,"NA% Households","Tract 103","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"150","51003010300","car","norm",0.94,"NA% Households","Tract 103","003","Albemarle",2,"Car Access"
"151","51003010300","nochld","norm",0.59,"NA% Families","Tract 103","003","Albemarle",2,"No Children"
"152","51003010300","bbcomp","norm",0.8,"NA% Households","Tract 103","003","Albemarle",2,"Broadband Access"
"153","51003010300","food","norm",0.36,"NA% Households","Tract 103","003","Albemarle",2,"Food Access"
"154","51003010300","index","norm",4.62,"NA","Tract 103","003","Albemarle",2,"Composite Score"
"155","51003010202","sparsity","norm",0.99,"NA ppl/sq. mi.","Tract 102.02","003","Albemarle",2,"Population Sparsity"
"156","51003010202","nocrowd","norm",1,"NA% Households","Tract 102.02","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"157","51003010202","car","norm",1,"NA% Households","Tract 102.02","003","Albemarle",2,"Car Access"
"158","51003010202","nochld","norm",0.64,"NA% Families","Tract 102.02","003","Albemarle",2,"No Children"
"159","51003010202","bbcomp","norm",0.84,"NA% Households","Tract 102.02","003","Albemarle",2,"Broadband Access"
"160","51003010202","food","norm",0.91,"NA% Households","Tract 102.02","003","Albemarle",2,"Food Access"
"161","51003010202","index","norm",5.38,"NA","Tract 102.02","003","Albemarle",2,"Composite Score"
"162","51003010201","sparsity","norm",0.99,"NA ppl/sq. mi.","Tract 102.01","003","Albemarle",2,"Population Sparsity"
"163","51003010201","nocrowd","norm",1,"NA% Households","Tract 102.01","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"164","51003010201","car","norm",1,"NA% Households","Tract 102.01","003","Albemarle",2,"Car Access"
"165","51003010201","nochld","norm",0.58,"NA% Families","Tract 102.01","003","Albemarle",2,"No Children"
"166","51003010201","bbcomp","norm",0.88,"NA% Households","Tract 102.01","003","Albemarle",2,"Broadband Access"
"167","51003010201","food","norm",1,"NA% Households","Tract 102.01","003","Albemarle",2,"Food Access"
"168","51003010201","index","norm",5.45,"NA","Tract 102.01","003","Albemarle",2,"Composite Score"
"169","51003010100","sparsity","norm",1,"NA ppl/sq. mi.","Tract 101","003","Albemarle",2,"Population Sparsity"
"170","51003010100","nocrowd","norm",0.64,"NA% Households","Tract 101","003","Albemarle",2,"Less than 1.5 Ppl/Room"
"171","51003010100","car","norm",0.96,"NA% Households","Tract 101","003","Albemarle",2,"Car Access"
"172","51003010100","nochld","norm",0.74,"NA% Families","Tract 101","003","Albemarle",2,"No Children"
"173","51003010100","bbcomp","norm",0.56,"NA% Households","Tract 101","003","Albemarle",2,"Broadband Access"
"174","51003010100","food","norm",1,"NA% Households","Tract 101","003","Albemarle",2,"Food Access"
"175","51003010100","index","norm",4.89,"NA","Tract 101","003","Albemarle",2,"Composite Score"
"176","51125950300","sparsity","norm",1,"NA ppl/sq. mi.","Tract 9503","125","Nelson",3,"Population Sparsity"
"177","51125950300","nocrowd","norm",0.68,"NA% Households","Tract 9503","125","Nelson",3,"Less than 1.5 Ppl/Room"
"178","51125950300","car","norm",0.69,"NA% Households","Tract 9503","125","Nelson",3,"Car Access"
"179","51125950300","nochld","norm",0.77,"NA% Families","Tract 9503","125","Nelson",3,"No Children"
"180","51125950300","bbcomp","norm",0.22,"NA% Households","Tract 9503","125","Nelson",3,"Broadband Access"
"181","51125950300","food","norm",0.94,"NA% Households","Tract 9503","125","Nelson",3,"Food Access"
"182","51125950300","index","norm",4.31,"NA","Tract 9503","125","Nelson",3,"Composite Score"
"183","51125950200","sparsity","norm",1,"NA ppl/sq. mi.","Tract 9502","125","Nelson",3,"Population Sparsity"
"184","51125950200","nocrowd","norm",1,"NA% Households","Tract 9502","125","Nelson",3,"Less than 1.5 Ppl/Room"
"185","51125950200","car","norm",0.82,"NA% Households","Tract 9502","125","Nelson",3,"Car Access"
"186","51125950200","nochld","norm",0.9,"NA% Families","Tract 9502","125","Nelson",3,"No Children"
"187","51125950200","bbcomp","norm",0.51,"NA% Households","Tract 9502","125","Nelson",3,"Broadband Access"
"188","51125950200","food","norm",0.9,"NA% Households","Tract 9502","125","Nelson",3,"Food Access"
"189","51125950200","index","norm",5.12,"NA","Tract 9502","125","Nelson",3,"Composite Score"
"190","51125950100","sparsity","norm",1,"NA ppl/sq. mi.","Tract 9501","125","Nelson",3,"Population Sparsity"
"191","51125950100","nocrowd","norm",1,"NA% Households","Tract 9501","125","Nelson",3,"Less than 1.5 Ppl/Room"
"192","51125950100","car","norm",0.75,"NA% Households","Tract 9501","125","Nelson",3,"Car Access"
"193","51125950100","nochld","norm",0.78,"NA% Families","Tract 9501","125","Nelson",3,"No Children"
"194","51125950100","bbcomp","norm",0,"NA% Households","Tract 9501","125","Nelson",3,"Broadband Access"
"195","51125950100","food","norm",0.95,"NA% Households","Tract 9501","125","Nelson",3,"Food Access"
"196","51125950100","index","norm",4.48,"NA","Tract 9501","125","Nelson",3,"Composite Score"
"197","51540001000","sparsity","norm",0.74,"NA ppl/sq. mi.","Tract 10","540","Charlottesville",4,"Population Sparsity"
"198","51540001000","nocrowd","norm",0.45,"NA% Households","Tract 10","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"199","51540001000","car","norm",0.54,"NA% Households","Tract 10","540","Charlottesville",4,"Car Access"
"200","51540001000","nochld","norm",0.75,"NA% Families","Tract 10","540","Charlottesville",4,"No Children"
"201","51540001000","bbcomp","norm",0.86,"NA% Households","Tract 10","540","Charlottesville",4,"Broadband Access"
"202","51540001000","food","norm",0,"NA% Households","Tract 10","540","Charlottesville",4,"Food Access"
"203","51540001000","index","norm",3.34,"NA","Tract 10","540","Charlottesville",4,"Composite Score"
"204","51540000900","sparsity","norm",0.88,"NA ppl/sq. mi.","Tract 9","540","Charlottesville",4,"Population Sparsity"
"205","51540000900","nocrowd","norm",1,"NA% Households","Tract 9","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"206","51540000900","car","norm",0.87,"NA% Households","Tract 9","540","Charlottesville",4,"Car Access"
"207","51540000900","nochld","norm",0.5,"NA% Families","Tract 9","540","Charlottesville",4,"No Children"
"208","51540000900","bbcomp","norm",0.76,"NA% Households","Tract 9","540","Charlottesville",4,"Broadband Access"
"209","51540000900","food","norm",0.26,"NA% Households","Tract 9","540","Charlottesville",4,"Food Access"
"210","51540000900","index","norm",4.27,"NA","Tract 9","540","Charlottesville",4,"Composite Score"
"211","51540000800","sparsity","norm",0.82,"NA ppl/sq. mi.","Tract 8","540","Charlottesville",4,"Population Sparsity"
"212","51540000800","nocrowd","norm",0.27,"NA% Households","Tract 8","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"213","51540000800","car","norm",0.9,"NA% Households","Tract 8","540","Charlottesville",4,"Car Access"
"214","51540000800","nochld","norm",0.65,"NA% Families","Tract 8","540","Charlottesville",4,"No Children"
"215","51540000800","bbcomp","norm",0.58,"NA% Households","Tract 8","540","Charlottesville",4,"Broadband Access"
"216","51540000800","food","norm",0.05,"NA% Households","Tract 8","540","Charlottesville",4,"Food Access"
"217","51540000800","index","norm",3.27,"NA","Tract 8","540","Charlottesville",4,"Composite Score"
"218","51540000700","sparsity","norm",0.79,"NA ppl/sq. mi.","Tract 7","540","Charlottesville",4,"Population Sparsity"
"219","51540000700","nocrowd","norm",1,"NA% Households","Tract 7","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"220","51540000700","car","norm",0.78,"NA% Households","Tract 7","540","Charlottesville",4,"Car Access"
"221","51540000700","nochld","norm",0.49,"NA% Families","Tract 7","540","Charlottesville",4,"No Children"
"222","51540000700","bbcomp","norm",0.7,"NA% Households","Tract 7","540","Charlottesville",4,"Broadband Access"
"223","51540000700","food","norm",0,"NA% Households","Tract 7","540","Charlottesville",4,"Food Access"
"224","51540000700","index","norm",3.76,"NA","Tract 7","540","Charlottesville",4,"Composite Score"
"225","51540000600","sparsity","norm",0.34,"NA ppl/sq. mi.","Tract 6","540","Charlottesville",4,"Population Sparsity"
"226","51540000600","nocrowd","norm",1,"NA% Households","Tract 6","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"227","51540000600","car","norm",0.58,"NA% Households","Tract 6","540","Charlottesville",4,"Car Access"
"228","51540000600","nochld","norm",0.74,"NA% Families","Tract 6","540","Charlottesville",4,"No Children"
"229","51540000600","bbcomp","norm",0.74,"NA% Households","Tract 6","540","Charlottesville",4,"Broadband Access"
"230","51540000600","food","norm",0.4,"NA% Households","Tract 6","540","Charlottesville",4,"Food Access"
"231","51540000600","index","norm",3.79,"NA","Tract 6","540","Charlottesville",4,"Composite Score"
"232","51540000502","sparsity","norm",0.68,"NA ppl/sq. mi.","Tract 5.02","540","Charlottesville",4,"Population Sparsity"
"233","51540000502","nocrowd","norm",1,"NA% Households","Tract 5.02","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"234","51540000502","car","norm",0.87,"NA% Households","Tract 5.02","540","Charlottesville",4,"Car Access"
"235","51540000502","nochld","norm",0.56,"NA% Families","Tract 5.02","540","Charlottesville",4,"No Children"
"236","51540000502","bbcomp","norm",0.73,"NA% Households","Tract 5.02","540","Charlottesville",4,"Broadband Access"
"237","51540000502","food","norm",0.12,"NA% Households","Tract 5.02","540","Charlottesville",4,"Food Access"
"238","51540000502","index","norm",3.96,"NA","Tract 5.02","540","Charlottesville",4,"Composite Score"
"239","51540000501","sparsity","norm",0.42,"NA ppl/sq. mi.","Tract 5.01","540","Charlottesville",4,"Population Sparsity"
"240","51540000501","nocrowd","norm",0.41,"NA% Households","Tract 5.01","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"241","51540000501","car","norm",0,"NA% Households","Tract 5.01","540","Charlottesville",4,"Car Access"
"242","51540000501","nochld","norm",0.49,"NA% Families","Tract 5.01","540","Charlottesville",4,"No Children"
"243","51540000501","bbcomp","norm",0.41,"NA% Households","Tract 5.01","540","Charlottesville",4,"Broadband Access"
"244","51540000501","food","norm",0,"NA% Households","Tract 5.01","540","Charlottesville",4,"Food Access"
"245","51540000501","index","norm",1.73,"NA","Tract 5.01","540","Charlottesville",4,"Composite Score"
"246","51540000402","sparsity","norm",0.6,"NA ppl/sq. mi.","Tract 4.02","540","Charlottesville",4,"Population Sparsity"
"247","51540000402","nocrowd","norm",1,"NA% Households","Tract 4.02","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"248","51540000402","car","norm",0.57,"NA% Households","Tract 4.02","540","Charlottesville",4,"Car Access"
"249","51540000402","nochld","norm",0.61,"NA% Families","Tract 4.02","540","Charlottesville",4,"No Children"
"250","51540000402","bbcomp","norm",0.55,"NA% Households","Tract 4.02","540","Charlottesville",4,"Broadband Access"
"251","51540000402","food","norm",0.04,"NA% Households","Tract 4.02","540","Charlottesville",4,"Food Access"
"252","51540000402","index","norm",3.36,"NA","Tract 4.02","540","Charlottesville",4,"Composite Score"
"253","51540000401","sparsity","norm",0.56,"NA ppl/sq. mi.","Tract 4.01","540","Charlottesville",4,"Population Sparsity"
"254","51540000401","nocrowd","norm",1,"NA% Households","Tract 4.01","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"255","51540000401","car","norm",0.33,"NA% Households","Tract 4.01","540","Charlottesville",4,"Car Access"
"256","51540000401","nochld","norm",0.5,"NA% Families","Tract 4.01","540","Charlottesville",4,"No Children"
"257","51540000401","bbcomp","norm",0.4,"NA% Households","Tract 4.01","540","Charlottesville",4,"Broadband Access"
"258","51540000401","food","norm",0,"NA% Households","Tract 4.01","540","Charlottesville",4,"Food Access"
"259","51540000401","index","norm",2.79,"NA","Tract 4.01","540","Charlottesville",4,"Composite Score"
"260","51540000302","sparsity","norm",0.78,"NA ppl/sq. mi.","Tract 3.02","540","Charlottesville",4,"Population Sparsity"
"261","51540000302","nocrowd","norm",1,"NA% Households","Tract 3.02","540","Charlottesville",4,"Less than 1.5 Ppl/Room"
"262","51540000302","car","norm",0.38,"NA% Households","Tract 3.02","540","Charlottesville",4,"Car Access"
"263","51540000302","nochld","norm",0.56,"NA% Families","Tract 3.02","540","Charlottesville",4,"No Children"
